,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id_x,info_id,emp_id_y,number_consumers,mode,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,check_closed,lock_time,cashier_id,pc_id,order_number,org_id,print_doc_bill_num,lock_table_info,order_status,phone,name
1176,3714,484,610023,NA,NA,∆°æ∆—º,0,1.0,48.0,NA,2016-08-06 18:14:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1454,484,1454,4,,1502,1023,435,12,435,2016/8/6 18:01:04,,2016/8/6 18:14:44,,,,330,,,1,18688880653,≈£≥§Œı
1177,3717,484,610025,NA,NA,∑¨«—µ∞Ã¿,0,1.0,25.0,NA,2016-08-06 18:14:00,NA,NA,NA,0,NA,NA,caipu/204008.jpg,1454,484,1454,4,,1502,1023,435,12,435,2016/8/6 18:01:04,,2016/8/6 18:14:44,,,,330,,,1,18688880653,≈£≥§Œı
1178,4668,584,609969,NA,NA,œ„¿±∏Ø»È≥¥œ∫,0,1.0,56.0,NA,2016-08-06 18:02:00,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1179,4671,584,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1.0,175.0,NA,2016-08-06 18:03:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1180,4673,584,609961,NA,NA,Ω™¥–≥¥ª®–∑,0,1.0,45.0,NA,2016-08-06 18:03:00,NA,NA,NA,0,NA,NA,caipu/102001.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1181,4676,584,610027,NA,NA,«Â≥¥æ’ª®≤À,0,1.0,30.0,NA,2016-08-06 18:03:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1182,4669,584,609933,NA,NA,◊‘÷∆÷Ì»‚∏¨,0,1.0,48.0,NA,2016-08-06 18:03:00,NA,NA,NA,0,NA,NA,caipu/203004.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1183,4681,584,610064,NA,NA,ª®∏Ú’Ùµ∞,0,1.0,37.0,NA,2016-08-06 18:04:00,NA,NA,NA,0,NA,NA,caipu/104003.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1184,4683,584,610067,NA,NA,±˘’Úª®¬›,0,1.0,35.0,NA,2016-08-06 18:04:00,NA,NA,NA,0,NA,NA,caipu/104006.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1185,4682,584,610019,NA,NA,∞◊’∂º¶,0,1.0,88.0,NA,2016-08-06 18:04:00,NA,NA,NA,0,NA,NA,caipu/204002.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1186,4680,584,610020,NA,NA,≈›Ω∑∑Ô◊¶,0,1.0,58.0,NA,2016-08-06 18:04:00,NA,NA,NA,0,NA,NA,caipu/204003.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1187,4724,584,609993,NA,NA,∞Ÿ¿Ôœ„ƒÃ”Õøæ∫Ïæ∆≈£»‚,0,1.0,178.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/111.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1188,4727,584,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1.0,48.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1189,4713,584,609931,NA,NA,ÏÀ÷Ì ÷,0,1.0,58.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1190,4709,584,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1191,4699,584,609949,NA,NA,“‚Œƒƒ˚√ ÷≠ ,0,1.0,13.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1192,4686,584,610021,NA,NA,±¨≥¥º¶≥·,0,1.0,56.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/204004.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1193,4703,584,609946,NA,NA,π»µæ–°◊Ø ,0,1.0,38.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1194,4690,584,610018,NA,NA,’’…’º¶Õ»,0,1.0,16.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/204001.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1195,4719,584,609994,NA,NA,∂¿º“±°∫…œ œ∫≈£»‚æÌ,0,1.0,45.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1196,4721,584,609992,NA,NA,∑¨«—Ï¿≈£ÎÓ,0,1.0,35.0,NA,2016-08-06 18:05:00,NA,NA,NA,0,NA,NA,caipu/201002.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1197,4729,584,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,2.0,35.0,NA,2016-08-06 18:06:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1487,584,1487,7,,1508,1029,1156,21,1156,2016/8/6 18:02:09,,2016/8/6 18:06:46,,,,330,,,1,18688880686,–Ã–Àπ˙
1198,2566,1021,609969,NA,NA,œ„¿±∏Ø»È≥¥œ∫,0,1.0,56.0,NA,2016-08-06 18:15:00,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1199,2568,1021,609936,NA,NA,∆§µ∞ ›»‚÷‡,0,1.0,16.0,NA,2016-08-06 18:16:00,NA,NA,NA,0,NA,NA,caipu/602002.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1200,2572,1021,609962,NA,NA,µπ¡¢’ÙÀÛ◊”–∑,0,1.0,169.0,NA,2016-08-06 18:16:00,NA,NA,NA,0,NA,NA,caipu/102002.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1201,2577,1021,609957,NA,NA,√…π≈øæ—ÚÕ»,0,1.0,48.0,NA,2016-08-06 18:17:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1202,2586,1021,609984,NA,NA,÷ÿ«ÏÃÿ…´”Õ…’Õ√,0,1.0,69.0,NA,2016-08-06 18:20:00,NA,NA,NA,0,NA,NA,caipu/205004.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1203,2580,1021,609959,NA,NA,–°≥¥—Ú—¸,0,1.0,36.0,NA,2016-08-06 18:20:00,NA,NA,NA,0,NA,NA,caipu/202005.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1204,2588,1021,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1.0,88.0,NA,2016-08-06 18:20:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1205,2599,1021,610030,NA,NA,∑¨«—”–ª˙ª®≤À,0,1.0,32.0,NA,2016-08-06 18:21:00,NA,NA,NA,0,NA,NA,caipu/304004.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1206,2597,1021,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-06 18:21:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1207,2591,1021,610036,NA,NA,¬∑“◊¿≠∑∆∫Ïæ∆∏…∫Ï,0,1.0,158.0,NA,2016-08-06 18:21:00,NA,NA,NA,0,NA,NA,caipu/402005.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1208,2602,1021,610046,NA,NA,«‡≥¥±‚∂π,0,1.0,28.0,NA,2016-08-06 18:22:00,NA,NA,NA,0,NA,NA,caipu/305005.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1209,2614,1021,610053,NA,NA,µ∞Ã¢,0,1.0,8.0,NA,2016-08-06 18:22:00,NA,NA,NA,0,NA,NA,caipu/501002.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1210,2619,1021,609952,NA,NA,√¿√Óæ¯¬◊÷Æ∞◊¡´ª®,0,1.0,29.0,NA,2016-08-06 18:22:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1211,2629,1021,610035,NA,NA,ª∆Œ≤¥¸ ÛŒ˜¿≠◊”∫Ï∆œÃ—æ∆,0,1.0,46.0,NA,2016-08-06 18:23:00,NA,NA,NA,0,NA,NA,caipu/402004.jpg,1116,1021,1116,8,,1491,1012,810,14,810,2016/8/6 18:15:11,,2016/8/6 18:23:56,,,,330,,,1,18688880195,’≈ È“«
1212,5968,1298,609970,NA,NA,¬È¿±–°¡˙œ∫,0,1.0,99.0,NA,2016-08-06 18:16:00,NA,NA,NA,0,NA,NA,caipu/101006.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1213,5969,1298,610065,NA,NA,¿±≥¥ª®∏Ú,0,1.0,35.0,NA,2016-08-06 18:17:00,NA,NA,NA,0,NA,NA,caipu/104004.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1214,5971,1298,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-06 18:19:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1215,5972,1298,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1.0,30.0,NA,2016-08-06 18:20:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1216,5973,1298,610031,NA,NA,Ã«¥◊ﬁ¨«—¡Ô«‡ª®,0,1.0,33.0,NA,2016-08-06 18:22:00,NA,NA,NA,0,NA,NA,caipu/304005.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1217,5974,1298,610053,NA,NA,µ∞Ã¢,0,2.0,8.0,NA,2016-08-06 18:24:00,NA,NA,NA,0,NA,NA,caipu/501002.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1218,5975,1298,610010,NA,NA,∞◊∑π/–°ÕÎ,0,1.0,1.0,NA,2016-08-06 18:25:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1219,5977,1298,609998,NA,NA,«ÂÀ¨∞Ë¡π√Ê,0,1.0,15.0,NA,2016-08-06 18:29:00,NA,NA,NA,0,NA,NA,caipu/603002.jpg,1244,1298,1244,2,,1482,1003,256,9,256,2016/8/6 18:16:40,,2016/8/6 18:29:03,,,,330,,,1,18688880442,ÀÔ≥øÜ¥
1220,4422,1173,609966,NA,NA,÷• øª‚≤® ø∂Ÿ¡˙œ∫,0,1.0,175.0,NA,2016-08-06 18:23:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1221,4423,1173,609991,NA,NA,œ„øæ≈£≈≈,0,1.0,55.0,NA,2016-08-06 18:23:00,NA,NA,NA,0,NA,NA,caipu/201001.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1222,4425,1173,610031,NA,NA,Ã«¥◊ﬁ¨«—¡Ô«‡ª®,0,1.0,33.0,NA,2016-08-06 18:25:00,NA,NA,NA,0,NA,NA,caipu/304005.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1223,4427,1173,610047,NA,NA,Œ˜πœ∫˙¬‹≤∑…≥¿≠,0,1.0,26.0,NA,2016-08-06 18:27:00,NA,NA,NA,0,NA,NA,caipu/301001.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1224,4426,1173,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-06 18:27:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1225,4429,1173,610049,NA,NA,±¨≥¥À´Àø,0,1.0,35.0,NA,2016-08-06 18:28:00,NA,NA,NA,0,NA,NA,caipu/301003.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1226,4431,1173,610053,NA,NA,µ∞Ã¢,0,5.0,8.0,NA,2016-08-06 18:29:00,NA,NA,NA,0,NA,NA,caipu/501002.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1227,4432,1173,610008,NA,NA,ŒÂ…´≈¥√◊∑π(∆ﬂ…´),0,1.0,35.0,NA,2016-08-06 18:31:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1228,4433,1173,610009,NA,NA,∫⁄√◊¡µ…œ∆œÃ—,0,1.0,33.0,NA,2016-08-06 18:32:00,NA,NA,NA,0,NA,NA,caipu/601003.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1229,4435,1173,609998,NA,NA,«ÂÀ¨∞Ë¡π√Ê,0,1.0,15.0,NA,2016-08-06 18:34:00,NA,NA,NA,0,NA,NA,caipu/603002.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1230,4436,1173,610065,NA,NA,¿±≥¥ª®∏Ú,0,1.0,35.0,NA,2016-08-06 18:35:00,NA,NA,NA,0,NA,NA,caipu/104004.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1231,4438,1173,610051,NA,NA,¡π∞Ë¬‹≤∑Àø,0,1.0,20.0,NA,2016-08-06 18:35:00,NA,NA,NA,0,NA,NA,caipu/301005.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1232,4445,1173,610048,NA,NA,∞ËÕ¡∂πÀø,0,1.0,25.0,NA,2016-08-06 18:36:00,NA,NA,NA,0,NA,NA,caipu/301002.jpg,1016,1173,1016,8,,1490,1011,556,17,556,2016/8/6 18:50:12,,2016/8/6 18:36:12,,,,330,,,1,18688880035,‘¨ÍªÃÏ
1233,5446,1251,609956,NA,NA,◊Œ»ª—Ú≈≈,0,1.0,88.0,NA,2016-08-06 18:32:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1234,5447,1251,610031,NA,NA,Ã«¥◊ﬁ¨«—¡Ô«‡ª®,0,1.0,33.0,NA,2016-08-06 18:32:00,NA,NA,NA,0,NA,NA,caipu/304005.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1235,5445,1251,610064,NA,NA,ª®∏Ú’Ùµ∞,0,1.0,37.0,NA,2016-08-06 18:32:00,NA,NA,NA,0,NA,NA,caipu/104003.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1236,5448,1251,610051,NA,NA,¡π∞Ë¬‹≤∑Àø,0,1.0,20.0,NA,2016-08-06 18:33:00,NA,NA,NA,0,NA,NA,caipu/301005.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1237,5449,1251,610030,NA,NA,∑¨«—”–ª˙ª®≤À,0,1.0,32.0,NA,2016-08-06 18:33:00,NA,NA,NA,0,NA,NA,caipu/304004.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1238,5452,1251,610010,NA,NA,∞◊∑π/–°ÕÎ,0,2.0,1.0,NA,2016-08-06 18:34:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1239,5451,1251,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-06 18:34:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1240,5454,1251,610053,NA,NA,µ∞Ã¢,0,2.0,8.0,NA,2016-08-06 18:35:00,NA,NA,NA,0,NA,NA,caipu/501002.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1241,5457,1251,610065,NA,NA,¿±≥¥ª®∏Ú,0,1.0,35.0,NA,2016-08-06 18:37:00,NA,NA,NA,0,NA,NA,caipu/104004.jpg,1121,1251,1121,8,,1490,1011,292,11,292,2016/8/6 18:32:05,,2016/8/6 18:37:31,,,,330,,,1,18688880250,’‘¥´ªØ
1242,6047,712,609963,NA,NA,≈Ã–∑’Ùµ∞,0,1.0,55.0,NA,2016-08-06 18:46:00,NA,NA,NA,0,NA,NA,caipu/102003.jpg,1148,712,1148,5,,1487,1008,307,13,307,2016/8/6 18:46:29,,2016/8/6 18:51:53,,,,330,,,1,18688880225,◊ø—«∆º
1243,6048,712,609945,NA,NA,≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠,0,5.0,6.0,NA,2016-08-06 18:46:00,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1148,712,1148,5,,1487,1008,307,13,307,2016/8/6 18:46:29,,2016/8/6 18:51:53,,,,330,,,1,18688880225,◊ø—«∆º
1244,6049,712,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-06 18:47:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1148,712,1148,5,,1487,1008,307,13,307,2016/8/6 18:46:29,,2016/8/6 18:51:53,,,,330,,,1,18688880225,◊ø—«∆º
1245,6050,712,609940,NA,NA,«Â’Ùµ˚”„,0,1.0,56.0,NA,2016-08-06 18:48:00,NA,NA,NA,0,NA,NA,caipu/103001.jpg,1148,712,1148,5,,1487,1008,307,13,307,2016/8/6 18:46:29,,2016/8/6 18:51:53,,,,330,,,1,18688880225,◊ø—«∆º
1246,6051,712,609953,NA,NA,¡π∞Ë≤§≤À,0,1.0,27.0,NA,2016-08-06 18:50:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1148,712,1148,5,,1487,1008,307,13,307,2016/8/6 18:46:29,,2016/8/6 18:51:53,,,,330,,,1,18688880225,◊ø—«∆º
1247,6053,712,610060,NA,NA,π„ Ωœ∫» ≥¶∑€,0,3.0,18.0,NA,2016-08-06 18:51:00,NA,NA,NA,0,NA,NA,caipu/604004.jpg,1148,712,1148,5,,1487,1008,307,13,307,2016/8/6 18:46:29,,2016/8/6 18:51:53,,,,330,,,1,18688880225,◊ø—«∆º
1248,6052,712,609950,NA,NA,¥ÛÀ‚‹»≤À,0,1.0,30.0,NA,2016-08-06 18:51:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1148,712,1148,5,,1487,1008,307,13,307,2016/8/6 18:46:29,,2016/8/6 18:51:53,,,,330,,,1,18688880225,◊ø—«∆º
1249,5840,1290,609970,NA,NA,¬È¿±–°¡˙œ∫,0,1.0,99.0,NA,2016-08-06 18:47:00,NA,NA,NA,0,NA,NA,caipu/101006.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
1250,5841,1290,609943,NA,NA,∂ÁΩ∑”„Õ∑,0,1.0,55.0,NA,2016-08-06 18:48:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
1251,5842,1290,609994,NA,NA,∂¿º“±°∫…œ œ∫≈£»‚æÌ,0,1.0,45.0,NA,2016-08-06 18:49:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
1252,5843,1290,609992,NA,NA,∑¨«—Ï¿≈£ÎÓ,0,1.0,35.0,NA,2016-08-06 18:51:00,NA,NA,NA,0,NA,NA,caipu/201002.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
1253,5844,1290,610025,NA,NA,∑¨«—µ∞Ã¿,0,1.0,25.0,NA,2016-08-06 18:52:00,NA,NA,NA,0,NA,NA,caipu/204008.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
1254,5845,1290,609954,NA,NA,¡π∞ËÀ‚»ÿŒ˜¿ºª®,0,1.0,29.0,NA,2016-08-06 18:53:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
1255,5846,1290,610042,NA,NA,ŒÂ≤ ∂π,0,1.0,29.0,NA,2016-08-06 18:54:00,NA,NA,NA,0,NA,NA,caipu/305001.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
1256,5848,1290,610036,NA,NA,¬∑“◊¿≠∑∆∫Ïæ∆∏…∫Ï,0,1.0,158.0,NA,2016-08-06 18:54:00,NA,NA,NA,0,NA,NA,caipu/402005.jpg,1558,1290,1558,7,,1499,1020,656,15,656,2016/8/6 18:47:30,,2016/8/6 18:57:01,,,,330,,,1,18688880757,Õı≥Ω≤¥
